area,construction_type,region,cimento,areia,tijolos
4.9,residential,urban,1.0,2.6,0.33
52.4,residential,urban,10.3,26.1,3.546
122.1,industrial,urban,26.8,80.4,11.289
25.7,commercial,urban,5.5,15.9,1.978
158.6,residential,rural,30.1,91.9,8.417
99.6,residential,urban,21.6,70.6,6.362
88.6,residential,rural,16.0,50.9,4.617
43.6,residential,urban,9.2,25.5,2.826
65.9,commercial,rural,14.8,40.1,4.554
91.0,residential,urban,18.4,64.2,6.179
64.0,commercial,suburban,13.5,44.7,4.383
119.8,commercial,urban,25.8,61.7,8.517
56.9,residential,urban,11.3,32.5,3.393
22.6,commercial,rural,5.1,13.0,1.507
24.1,residential,suburban,5.3,13.4,1.411
1.0,residential,urban,0.2,0.7,0.062
35.8,residential,rural,7.7,21.6,2.187
138.2,residential,urban,28.4,90.5,9.014
158.1,commercial,urban,32.3,95.1,11.72
22.6,commercial,rural,4.7,16.1,1.422
319.5,commercial,suburban,61.3,183.2,22.55
69.8,commercial,rural,13.9,43.9,4.538
248.9,residential,suburban,50.1,128.7,15.606
122.7,residential,urban,23.1,86.9,7.96
128.2,residential,rural,25.1,85.1,6.593
8.9,commercial,urban,2.0,5.5,0.674
24.8,residential,urban,4.7,12.0,1.619
1.0,residential,suburban,0.2,0.5,0.059
125.9,commercial,urban,27.9,70.8,9.519
42.2,residential,urban,9.0,28.4,2.543
154.5,residential,urban,29.2,96.1,9.841
41.4,commercial,urban,8.7,23.4,3.376
171.1,residential,rural,32.1,106.0,10.15
14.0,residential,urban,2.8,8.4,0.886
19.0,commercial,rural,4.0,9.9,1.311
41.7,commercial,rural,8.2,23.0,2.694
52.5,residential,urban,11.1,33.6,3.383
42.9,residential,urban,8.0,25.4,2.588
144.2,residential,suburban,30.7,79.8,9.301
10.2,commercial,urban,2.3,5.9,0.831
43.3,residential,suburban,8.8,21.2,2.471
181.5,commercial,urban,37.0,125.8,12.655
6.9,commercial,suburban,1.3,4.6,0.463
285.3,residential,suburban,61.8,204.6,17.939
429.2,commercial,rural,87.7,246.0,31.109
9.3,residential,urban,2.0,6.1,0.569
34.4,residential,urban,6.4,17.1,2.199
46.6,residential,urban,8.8,31.6,2.824
149.8,industrial,urban,36.1,98.5,15.035
90.6,commercial,suburban,19.2,47.9,6.2
103.4,industrial,rural,24.0,74.4,8.586
141.7,commercial,rural,30.1,71.1,9.226
12.6,residential,urban,2.6,6.4,0.767
179.1,industrial,suburban,37.0,115.9,15.821
122.3,residential,rural,22.1,68.9,6.965
86.1,industrial,urban,18.2,53.0,8.805
220.5,residential,rural,40.7,134.1,12.561
120.5,residential,urban,22.1,64.5,7.996
22.5,residential,urban,4.4,11.5,1.461
56.2,residential,suburban,10.6,38.9,3.299
68.1,commercial,suburban,15.2,34.1,4.47
5.7,commercial,suburban,1.2,2.8,0.373
309.3,industrial,urban,66.3,172.8,26.592
13.8,commercial,suburban,2.9,7.5,0.99
119.6,residential,suburban,21.6,70.5,6.549
70.6,residential,urban,14.6,47.5,4.721
2.6,residential,suburban,0.5,1.4,0.158
258.7,residential,urban,48.9,178.2,16.897
190.9,residential,suburban,38.5,127.3,11.589
74.3,commercial,urban,16.3,36.5,5.204
26.0,residential,suburban,5.2,17.7,1.485
13.0,commercial,rural,2.5,7.9,0.807
45.2,residential,rural,8.9,30.2,2.649
29.5,commercial,suburban,5.8,15.2,2.109
70.7,commercial,rural,15.8,39.6,4.423
339.4,industrial,suburban,75.7,236.1,28.013
85.6,residential,urban,18.7,47.2,5.875
220.7,commercial,rural,42.9,153.7,16.117
105.2,residential,urban,22.1,61.6,6.54
64.5,residential,urban,13.2,42.8,4.274
192.8,industrial,urban,40.8,144.4,19.164
63.7,industrial,urban,13.1,46.5,6.36
203.0,residential,urban,42.8,127.9,11.626
34.5,residential,suburban,6.8,20.1,2.081
13.8,commercial,urban,3.2,6.7,1.127
193.3,commercial,suburban,42.8,121.3,13.858
88.5,residential,suburban,18.6,43.5,4.815
219.9,industrial,suburban,49.4,136.9,18.831
277.8,commercial,urban,61.0,186.0,19.654
5.5,residential,rural,1.1,3.7,0.288
69.5,residential,urban,13.0,49.9,4.247
47.0,residential,suburban,9.4,30.0,2.772
98.3,commercial,suburban,22.5,51.2,7.278
157.8,commercial,rural,33.7,82.2,11.519
32.9,commercial,urban,6.4,23.6,2.617
81.4,residential,rural,16.8,42.0,4.139
123.3,residential,urban,23.5,62.7,8.307
14.4,commercial,rural,3.2,8.4,0.991
168.2,residential,rural,34.3,109.0,9.432
93.2,commercial,urban,18.2,61.9,7.377
298.7,residential,urban,65.0,178.7,18.976
41.5,residential,suburban,9.0,28.0,2.343
11.4,residential,rural,2.3,6.7,0.703
70.6,residential,suburban,13.2,46.5,4.36
9.0,residential,urban,1.9,5.0,0.533
349.1,residential,suburban,70.4,196.9,19.299
3.9,residential,urban,0.8,1.9,0.261
140.0,residential,urban,26.2,90.5,9.188
74.5,industrial,suburban,16.8,44.0,6.677
46.0,residential,urban,8.5,25.9,2.638
6.8,residential,urban,1.4,4.7,0.444
97.3,commercial,urban,21.2,64.7,7.206
88.0,residential,rural,17.2,62.3,4.895
33.0,commercial,rural,7.3,23.0,2.129
241.0,residential,rural,48.0,157.1,14.089
36.3,residential,urban,6.6,22.0,2.214
59.7,residential,suburban,12.7,30.7,3.46
78.5,commercial,suburban,18.1,48.2,5.393
10.6,residential,suburban,2.3,7.6,0.691
269.1,residential,urban,52.1,184.2,17.755
46.9,residential,rural,8.5,27.3,2.76
8.4,commercial,urban,1.8,4.5,0.612
49.0,residential,suburban,8.9,35.2,2.839
91.7,industrial,rural,18.7,65.4,7.218
72.1,residential,suburban,13.2,51.1,4.69
118.6,residential,suburban,24.1,67.5,6.963
5.7,residential,urban,1.2,3.7,0.332
33.5,residential,urban,6.4,23.2,2.261
171.1,residential,urban,36.4,91.7,11.209
8.3,industrial,urban,1.7,6.1,0.821
193.4,commercial,urban,38.3,93.3,15.705
9.6,residential,urban,1.9,5.7,0.622
179.9,residential,urban,33.4,111.8,10.31
44.8,residential,suburban,8.7,29.4,2.606
94.7,residential,suburban,19.3,54.5,5.422
16.6,commercial,suburban,3.5,8.3,1.124
6.8,commercial,urban,1.4,3.6,0.498
24.3,residential,urban,4.7,14.7,1.492
13.7,commercial,rural,3.1,7.7,0.884
37.5,residential,suburban,6.9,19.9,2.311
72.2,commercial,urban,16.2,51.0,5.632
88.9,residential,urban,17.7,51.7,6.021
156.0,residential,rural,30.4,78.4,8.909
106.8,residential,suburban,23.5,54.6,6.858
93.8,commercial,urban,18.4,67.3,6.737
53.1,industrial,urban,11.1,36.1,5.006
64.2,commercial,rural,13.4,43.0,3.975
53.5,commercial,urban,10.5,37.0,4.133
184.6,residential,urban,40.3,91.2,11.832
26.1,residential,suburban,5.5,14.1,1.622
1.0,residential,suburban,0.2,0.7,0.054
105.4,residential,urban,19.0,75.3,6.986
22.6,commercial,urban,4.4,11.1,1.661
220.8,residential,suburban,47.3,145.6,13.649
195.9,residential,suburban,36.9,140.7,11.302
8.0,residential,suburban,1.5,5.1,0.437
11.2,commercial,urban,2.4,8.0,0.869
68.4,residential,urban,13.9,33.7,4.324
94.0,commercial,urban,19.7,54.6,6.459
32.1,residential,urban,7.1,20.9,1.823
126.2,industrial,suburban,26.9,73.9,10.186
90.4,industrial,rural,21.5,59.0,7.542
39.3,residential,suburban,7.5,24.5,2.313
2.6,commercial,urban,0.5,1.8,0.184
138.7,residential,suburban,28.5,71.0,8.808
24.2,residential,urban,4.5,13.5,1.543
179.9,residential,rural,39.4,107.1,10.405
54.5,commercial,urban,10.7,38.4,4.492
86.1,residential,urban,16.2,46.3,5.356
206.3,residential,suburban,39.7,146.6,13.046
199.2,residential,urban,38.3,124.9,11.901
46.4,residential,urban,9.4,30.5,2.996
23.4,commercial,rural,4.5,14.7,1.746
149.2,residential,rural,27.7,103.1,8.605
56.8,residential,urban,10.8,36.9,3.84
21.3,residential,urban,4.2,13.2,1.36
234.8,residential,urban,42.8,154.9,14.468
22.1,residential,urban,4.4,13.9,1.321
2.6,residential,urban,0.5,1.5,0.15
2.0,commercial,urban,0.4,1.3,0.164
97.4,industrial,rural,22.3,64.3,7.68
108.4,residential,urban,22.4,75.0,6.106
37.3,commercial,urban,7.1,21.1,2.563
38.6,residential,urban,7.9,20.3,2.28
41.5,commercial,urban,8.6,25.3,3.031
114.0,commercial,suburban,22.0,77.2,8.304
6.0,commercial,rural,1.2,3.1,0.449
264.7,commercial,urban,51.1,130.9,18.053
25.2,residential,urban,5.5,15.1,1.558
500.0,residential,rural,102.5,242.8,26.661
18.8,residential,suburban,3.6,10.9,1.178
147.6,residential,urban,27.4,80.4,9.774
25.3,residential,suburban,5.2,12.4,1.583
8.4,industrial,suburban,1.9,5.9,0.675
207.9,residential,urban,44.5,106.3,12.141
195.7,residential,urban,40.3,137.6,12.793
51.7,commercial,suburban,10.9,25.1,3.773
121.2,residential,suburban,22.0,74.5,7.774
81.4,residential,urban,14.9,42.1,4.921
191.7,industrial,urban,43.9,126.7,18.501
37.8,commercial,rural,8.5,21.9,2.58
74.2,commercial,suburban,15.6,51.0,5.64
66.4,residential,rural,13.0,41.8,3.655
43.7,commercial,suburban,9.2,25.6,3.143
222.1,residential,suburban,46.1,152.4,13.095
18.1,residential,suburban,3.8,11.0,1.125
16.2,commercial,urban,3.3,10.3,1.291
86.0,industrial,urban,17.9,45.7,8.389
107.1,commercial,urban,23.1,75.3,7.878
21.6,commercial,urban,4.5,12.0,1.526
49.5,residential,urban,10.8,26.8,3.32
292.9,commercial,urban,62.6,197.9,22.281
28.3,residential,urban,5.7,17.4,1.689
110.4,residential,urban,20.7,56.4,6.565
134.8,commercial,rural,27.7,80.4,8.459
59.4,residential,rural,12.4,35.7,3.329
277.3,residential,suburban,52.9,162.7,17.628
133.4,residential,rural,24.7,69.2,6.907
61.2,residential,rural,11.0,39.5,3.423
84.2,residential,rural,18.1,47.1,4.986
118.0,commercial,rural,25.6,70.4,7.979
89.7,residential,urban,18.1,49.5,5.736
210.9,residential,urban,43.2,103.6,13.817
44.1,residential,suburban,9.4,30.6,2.794
35.7,industrial,suburban,8.1,18.9,3.223
24.1,residential,rural,4.5,14.2,1.411
3.9,residential,urban,0.8,2.5,0.257
4.4,residential,urban,1.0,2.5,0.301
204.1,industrial,urban,41.9,130.5,17.719
113.4,commercial,rural,26.1,74.8,7.117
108.0,commercial,urban,21.5,68.8,8.478
95.4,commercial,urban,19.8,66.4,7.645
189.2,residential,suburban,39.8,131.5,10.364
65.4,residential,urban,13.0,35.9,4.153
204.3,residential,urban,44.3,113.5,14.002
44.5,residential,urban,8.6,24.1,2.818
261.3,residential,suburban,52.8,136.1,14.554
120.0,residential,urban,22.5,58.0,7.216
29.7,commercial,urban,5.7,21.2,2.4
83.0,residential,urban,17.8,59.4,4.751
76.1,commercial,urban,15.4,54.6,5.637
14.8,residential,urban,3.0,7.8,0.961
89.5,residential,urban,17.4,53.8,5.134
37.8,residential,urban,7.0,26.5,2.403
5.4,commercial,urban,1.2,3.2,0.42
296.9,commercial,urban,64.5,147.2,23.151
102.6,commercial,urban,22.8,61.7,7.327
209.5,residential,suburban,39.0,141.7,12.836
112.7,industrial,suburban,22.3,58.1,8.926
44.2,residential,rural,8.6,29.4,2.644
71.9,residential,rural,14.3,44.5,4.296
112.6,residential,urban,24.6,62.3,6.39
322.5,residential,suburban,62.9,180.0,19.346
29.3,residential,suburban,5.9,19.0,1.889
207.9,residential,suburban,45.0,102.3,11.586
257.8,residential,urban,49.8,145.9,14.526
111.0,residential,urban,23.7,64.0,7.413
267.8,commercial,suburban,55.8,169.1,19.907
50.7,residential,suburban,10.2,35.9,2.89
305.8,commercial,urban,66.0,207.4,22.731
121.3,commercial,suburban,23.4,76.0,7.922
4.3,commercial,suburban,0.9,2.5,0.303
237.4,commercial,rural,54.3,119.1,15.415
66.3,residential,urban,13.7,42.6,3.941
61.7,residential,urban,12.2,30.4,4.221
83.6,residential,urban,18.2,43.6,4.954
16.2,industrial,urban,3.3,10.9,1.45
63.3,residential,urban,12.3,33.1,3.841
177.9,industrial,urban,41.7,97.2,16.02
1.6,commercial,rural,0.4,0.9,0.102
31.9,commercial,urban,6.1,16.4,2.171
1.0,commercial,rural,0.2,0.6,0.074
53.7,residential,suburban,10.8,31.5,3.071
130.3,residential,urban,26.7,81.3,8.545
160.3,residential,urban,34.4,82.3,10.902
290.4,residential,urban,53.7,181.8,19.325
93.8,residential,urban,20.5,56.4,5.879
29.4,commercial,urban,6.4,20.1,2.294
257.9,residential,urban,53.3,181.6,17.265
149.3,residential,urban,29.6,104.5,9.236
85.4,commercial,urban,16.4,59.4,6.447
119.0,commercial,urban,23.8,80.9,8.174
258.1,commercial,urban,54.0,152.2,17.73
124.6,residential,urban,24.1,80.6,8.253
45.9,residential,rural,9.9,29.3,2.347
124.8,commercial,urban,25.2,79.9,9.558
4.1,residential,urban,0.9,2.3,0.236
48.8,residential,urban,10.5,32.9,3.175
52.1,residential,suburban,10.1,33.2,3.267
18.3,commercial,urban,3.9,8.8,1.413
2.3,residential,urban,0.5,1.6,0.131
14.3,residential,suburban,2.7,7.5,0.793
106.3,residential,rural,21.7,51.9,5.835
162.1,commercial,suburban,37.0,98.5,12.722
444.0,residential,urban,88.2,285.5,27.1
42.5,residential,rural,9.1,21.1,2.367
91.5,commercial,urban,17.3,58.2,6.421
276.7,residential,urban,53.0,147.9,16.525
18.3,residential,suburban,3.7,12.6,0.994
126.5,residential,rural,25.8,86.6,7.598
140.6,industrial,urban,28.9,85.4,13.47
9.3,residential,rural,1.8,5.5,0.551
197.5,commercial,urban,44.5,141.7,13.752
167.7,residential,urban,30.3,85.5,9.867
3.4,residential,urban,0.7,1.7,0.199
9.6,commercial,suburban,2.1,5.9,0.743
5.0,residential,suburban,1.1,3.4,0.288
40.8,residential,rural,8.7,21.7,2.226
71.2,commercial,urban,15.5,37.1,5.399
76.0,commercial,urban,15.2,52.7,5.552
31.2,residential,urban,6.2,15.7,1.977
242.6,residential,suburban,52.1,121.8,15.5
45.9,commercial,urban,10.3,26.0,3.468
4.7,residential,suburban,0.9,2.9,0.268
35.7,residential,suburban,7.2,24.9,2.172
75.7,residential,urban,13.7,42.9,4.875
52.5,residential,urban,10.2,31.3,2.997
32.0,residential,rural,6.5,16.2,1.705
14.1,residential,urban,2.9,9.5,0.841
171.0,residential,urban,32.4,92.7,9.887
500.0,commercial,urban,95.8,292.3,35.057
40.0,industrial,suburban,8.8,21.0,3.794
48.1,residential,urban,8.7,28.0,3.207
96.2,residential,urban,19.6,60.3,5.808
126.7,industrial,urban,29.0,67.6,12.196
49.8,commercial,urban,9.9,25.3,3.843
235.3,residential,rural,49.5,116.1,14.362
82.1,residential,rural,17.8,45.3,4.168
59.9,commercial,urban,11.9,40.4,4.309
104.0,commercial,urban,20.7,57.0,7.031
305.3,commercial,urban,62.8,162.9,22.894
158.3,commercial,urban,31.7,87.9,12.425
4.1,industrial,urban,1.0,2.8,0.385
40.4,residential,rural,7.3,25.8,2.495
63.6,residential,urban,12.2,42.0,3.653
37.8,residential,urban,7.8,25.6,2.341
120.5,residential,urban,24.3,85.7,7.196
175.0,residential,urban,37.9,114.9,10.547
131.4,residential,urban,23.8,65.0,8.379
454.1,residential,urban,92.9,237.2,27.507
31.8,commercial,rural,7.1,22.5,2.21
207.9,residential,urban,44.7,110.7,12.899
145.5,residential,urban,26.7,73.9,9.438
45.0,commercial,urban,8.6,29.4,3.52
132.5,industrial,rural,30.8,72.7,10.019
11.0,residential,urban,2.1,7.4,0.663
155.7,residential,urban,34.0,86.4,10.006
76.0,residential,rural,15.2,50.2,4.588
34.6,industrial,urban,8.4,18.2,3.359
106.6,commercial,suburban,21.4,62.8,7.559
102.6,residential,urban,22.4,61.3,6.118
23.5,residential,urban,4.3,15.7,1.555
3.1,commercial,suburban,0.6,1.9,0.236
56.8,commercial,urban,11.1,31.4,4.032
84.3,residential,rural,17.8,51.4,4.572
209.2,residential,suburban,39.1,111.5,11.225
263.4,residential,rural,51.6,132.5,13.874
75.2,residential,urban,16.4,40.1,4.625
140.2,residential,urban,28.9,74.8,8.895
57.9,residential,urban,11.2,38.2,3.433
137.1,commercial,rural,30.0,91.1,8.915
22.9,residential,rural,4.3,11.7,1.327
46.4,residential,suburban,8.4,27.0,2.639
100.6,commercial,suburban,20.5,64.9,7.096
1.8,residential,rural,0.4,1.2,0.098
128.2,commercial,rural,26.5,72.1,8.097
180.5,commercial,suburban,38.7,120.9,13.015
50.9,residential,urban,9.9,29.9,2.886
59.4,residential,suburban,12.4,36.6,3.609
190.6,commercial,urban,37.6,116.3,13.092
149.5,residential,rural,31.4,85.7,9.047
34.0,residential,suburban,7.1,20.8,2.037
39.2,commercial,urban,8.3,27.7,2.966
113.6,residential,urban,21.5,80.7,7.803
82.8,residential,urban,16.2,41.2,4.994
17.7,residential,rural,3.5,8.6,0.925
37.1,commercial,urban,7.9,24.2,2.656
230.2,residential,suburban,47.9,138.8,12.921
116.5,residential,rural,21.5,80.8,6.499
426.7,residential,rural,79.6,228.5,22.273
145.7,residential,rural,31.4,77.6,8.851
284.7,residential,suburban,60.9,171.8,17.853
24.4,commercial,urban,5.0,15.0,1.717
147.6,residential,urban,30.7,90.1,8.602
2.0,residential,rural,0.4,1.3,0.117
111.1,residential,suburban,22.1,65.7,5.953
63.4,commercial,urban,12.5,39.2,4.783
42.6,residential,urban,8.2,30.1,2.538
198.3,industrial,urban,43.2,131.5,19.666
192.6,residential,urban,40.3,134.2,12.717
2.3,commercial,suburban,0.5,1.6,0.154
94.0,residential,suburban,17.0,64.4,5.217
45.9,commercial,urban,9.8,32.8,3.183
53.7,commercial,suburban,10.9,27.1,3.836
178.4,residential,suburban,35.7,108.1,11.102
37.1,residential,suburban,7.5,21.4,2.253
286.6,commercial,urban,57.2,142.7,20.308
19.8,commercial,urban,4.1,11.4,1.579
108.7,residential,urban,21.3,73.8,7.302
111.5,residential,rural,21.3,78.2,5.891
29.1,commercial,urban,6.5,17.5,2.118
39.3,residential,urban,7.7,19.6,2.36
180.1,residential,suburban,35.1,91.1,11.427
143.5,commercial,urban,30.7,97.1,10.521
39.9,commercial,rural,7.9,25.4,2.891
76.3,commercial,urban,16.4,43.2,6.242
6.4,residential,urban,1.4,4.5,0.407
23.4,industrial,urban,5.5,16.1,2.384
66.5,residential,suburban,12.3,37.2,3.623
9.0,commercial,rural,1.7,4.6,0.653
185.4,industrial,urban,41.1,128.9,16.477
126.6,residential,suburban,25.4,75.4,7.197
287.6,residential,urban,60.0,140.7,18.348
118.2,commercial,rural,23.4,78.9,8.569
282.0,residential,urban,55.2,145.2,18.897
80.9,residential,suburban,15.2,42.4,5.073
91.7,commercial,suburban,20.1,62.0,7.118
377.1,commercial,rural,85.8,252.6,25.764
102.8,industrial,urban,21.6,67.0,9.246
3.1,residential,urban,0.6,2.1,0.195
128.7,residential,urban,27.7,90.5,8.404
235.9,commercial,urban,49.0,161.1,17.44
158.8,residential,urban,31.7,105.6,10.316
87.7,residential,urban,17.6,46.3,5.418
111.3,commercial,suburban,21.3,66.0,8.031
462.5,commercial,rural,102.6,327.8,31.567
9.5,residential,rural,1.7,4.7,0.531
110.0,residential,suburban,24.2,63.8,7.148
33.3,commercial,rural,6.6,18.8,2.157
102.2,residential,urban,20.6,54.0,6.246
93.6,residential,suburban,18.0,64.6,5.421
16.7,residential,suburban,3.2,10.1,1.063
23.2,residential,suburban,5.0,13.6,1.446
97.2,residential,urban,18.7,47.1,6.064
13.7,residential,urban,2.7,9.2,0.933
30.8,residential,urban,6.4,16.5,1.999
180.3,residential,urban,34.9,104.7,11.771
39.6,residential,urban,7.5,23.0,2.319
67.0,residential,urban,13.3,46.2,4.289
283.3,residential,urban,55.3,152.7,18.796
25.8,commercial,urban,5.5,15.7,1.934
49.4,residential,suburban,9.8,35.3,3.101
93.3,residential,urban,17.6,55.7,6.185
140.8,residential,suburban,28.7,96.9,9.03
231.9,industrial,rural,48.7,148.4,19.306
247.1,residential,urban,53.7,159.1,14.605
149.9,residential,urban,32.6,79.9,8.675
25.9,residential,rural,5.6,13.5,1.447
2.5,residential,suburban,0.5,1.3,0.154
48.4,commercial,rural,10.9,24.6,3.286
15.3,commercial,suburban,3.2,8.7,1.0
123.9,residential,urban,24.2,86.5,7.007
108.2,commercial,suburban,22.4,66.6,7.259
4.5,residential,urban,0.9,2.6,0.285
181.2,residential,suburban,34.4,115.9,10.59
28.6,residential,suburban,5.2,20.3,1.621
56.6,commercial,urban,12.1,31.7,4.327
110.2,residential,suburban,23.6,53.9,6.847
56.1,residential,rural,12.0,36.1,2.91
58.2,residential,urban,11.2,39.1,3.993
6.8,residential,urban,1.2,4.5,0.437
51.3,commercial,rural,10.3,35.6,3.502
144.8,commercial,suburban,32.8,70.3,9.564
246.7,commercial,suburban,48.3,162.2,19.058
53.4,residential,suburban,11.7,27.4,3.215
55.1,industrial,suburban,12.4,34.6,4.758
121.3,residential,suburban,23.3,59.9,7.381
286.1,commercial,suburban,63.7,140.4,19.001
31.1,commercial,urban,7.0,20.9,2.154
58.0,residential,suburban,11.2,41.7,3.303
159.0,residential,suburban,29.1,76.6,9.173
94.1,residential,suburban,19.8,47.6,5.514
11.7,industrial,urban,2.7,7.6,1.199
98.8,residential,urban,19.1,49.2,5.751
20.7,industrial,urban,4.3,11.9,1.781
71.4,residential,suburban,13.2,37.9,4.189
75.3,residential,rural,15.6,39.2,3.882
208.9,commercial,suburban,44.8,129.2,14.062
62.1,commercial,rural,11.8,36.4,4.374
32.8,commercial,rural,7.3,19.5,2.293
26.3,residential,urban,4.8,16.2,1.77
207.3,residential,urban,40.4,116.8,12.592
18.8,commercial,suburban,4.2,12.5,1.322
55.5,industrial,urban,12.9,40.6,4.731
20.7,residential,suburban,4.3,14.7,1.337
148.4,residential,urban,32.5,88.6,8.427
64.3,residential,urban,12.0,39.4,3.645
43.3,commercial,suburban,9.9,30.1,3.047
44.8,residential,urban,9.8,24.1,2.936
191.2,commercial,urban,43.9,96.2,15.042
80.7,commercial,urban,18.0,44.9,6.414
126.5,commercial,suburban,25.7,78.5,8.98
227.3,residential,suburban,49.0,154.8,14.052
232.0,commercial,urban,51.0,124.6,15.871
39.8,industrial,urban,9.1,22.8,3.909
304.6,commercial,suburban,61.9,207.0,23.783
2.5,commercial,urban,0.5,1.6,0.183
47.3,residential,urban,9.1,31.8,3.005
226.1,commercial,suburban,46.4,145.3,17.876
32.1,residential,suburban,6.6,18.0,1.882
31.9,residential,urban,6.2,22.6,1.84
36.0,residential,suburban,6.9,18.0,2.266
94.8,commercial,urban,18.5,60.5,7.644
57.7,residential,urban,12.5,28.7,3.674
129.7,commercial,urban,24.7,87.3,10.375
225.3,industrial,suburban,51.6,125.7,19.655
112.1,residential,urban,23.5,76.0,7.543
22.9,industrial,urban,5.3,16.4,2.25
269.8,residential,urban,51.3,140.7,15.267
30.7,commercial,rural,6.4,15.6,2.26
16.2,industrial,urban,3.4,11.3,1.521
9.4,residential,urban,1.9,4.5,0.544
82.9,industrial,suburban,17.1,45.7,7.794
12.1,industrial,rural,2.5,7.5,0.973
14.9,commercial,urban,3.1,10.5,1.052
35.7,residential,rural,7.8,25.4,1.944
33.1,residential,rural,6.0,16.0,2.035
92.7,residential,suburban,18.5,53.2,5.217
169.7,residential,suburban,37.0,119.4,9.434
143.3,residential,urban,31.1,72.1,9.1
30.4,commercial,suburban,7.0,19.2,2.398
28.1,residential,suburban,5.8,15.9,1.651
337.5,residential,urban,70.9,213.3,20.793
1.0,residential,urban,0.2,0.5,0.058
